동,utm_x,utm_y,가격,소재지,매물특징,계약/전용면적,해당층/총층,입주가능일,방향,현재업종,추천업종,용도지역,주구조,사용승인일,매물번호,제목,대지/연면적,건축/전용면적,지상층/지하층,용적률/건폐율,월관리비,현재용도,추천용도,총점포수,사용전력,총사무실수,권리금,준공인가일,사용검사일,경도,위도
예시동,305118.0421719485,3890591.841339818,"월세3,000/110",광주시 서구 금호동,"마륵공원 근접 내부깨끗한 신축급 탕비실,창고 구비 주차편리 모든업종가",172㎡/172㎡(전용률100%),2/6층,즉시입주,동향(주된 출입구 기준),,,,,2017.04.27,2516299252,대형사무실2층,,,,,9만원,,,,,-,,,,126.8608819,35.1393569
예시동,305086.2465355848,3890708.114758,"월세2,000/190",광주시 서구 금호동,"차 광택 현성업중 기술전수가 사정상 급임대 시,권저렴 조정가 부가세별도",132㎡/132㎡(전용률100%),1/3층,즉시입주 협의가능,남향(주된 출입구 기준),-,-,-,-,2005.02.01,2514210060,일반상가1층,,,,,,,,,,,"2,500만원",,,126.8605057,35.1403985
예시동,305172.9636264939,3890660.6992670908,월세500/50,광주시 서구 금호동,"무권리, 접근성좋음, 주차편리, 모든업종가.",47.22㎡/47.22㎡(전용률100%),1/3층,즉시입주 협의가능,북향(주된 출입구 기준),-,-,-,-,1995.11.04,2518612041,일반상가1층,,,,,,,,,,,,,,126.8614681,35.1399881
예시동,305234.62617194845,3890673.4005034547,"월세4,000/140",광주시 서구 금호동,"l 운천로대로변 l 현공실 유동인구,광고효과최상 제1종근생",66㎡/60㎡(전용률91%),1/1층,즉시입주 협의가능,동향(주된 출입구 기준),-,-,-,-,1994.02.04,2516754305,일반상가1층,,,,,,,,,,,,,,126.8621415,35.1401144
예시동,305234.62617194845,3890673.4005034547,"월세4,000/140",광주시 서구 금호동,"무권리, 대단지아파트, 유동인구많음, 광고효과좋음, 소매점 판매점 추천",60.3㎡/60.3㎡(전용률100%),1/1층,즉시입주,동향(주된 출입구 기준),-,-,-,-,1994.02.04,2515668151,일반상가1층,,,,,,,,,,,,,,126.8621415,35.1401144
예시동,305232.66435376665,3890697.0778525453,"월세1,000/90",광주시 서구 금호동,"현식당, 권리금 있음, 코너자리, 추가공간 넓음, 내부깨끗.",56.32㎡/56.32㎡(전용률100%),1/3층,즉시입주 협의가능,남서향(주된 출입구 기준),-,-,-,-,1994.05.26,2518593171,일반상가1층,,,,,,,,,,,,,,126.8621144,35.1403274
예시동,305232.66435376665,3890697.0778525453,"월세1,000/70",광주시 서구 금호동,"cbs인근 버스정류장 앞, 의류 복권 미용 눈썹추천, 모든업종가",30㎡/30㎡(전용률100%),1/2층,즉시입주,동향(주된 출입구 기준),-,-,-,-,1994.05.26,2516964831,일반상가1층,,,,,,,,,,,,,,126.8621144,35.1403274
예시동,305300.916717403,3890668.7096307273,"월세3,000/100",광주시 서구 금호동,"라인아파트입구 교차로 코너, 시권없음, 모든업종 가, 유동인구 많음",30㎡/30㎡(전용률100%),1/1층,즉시입주,남향(주된 출입구 기준),-,-,-,-,1993.11.11,2516965910,일반상가1층,,,,,,,,,,,없음,,,126.8628698,35.140085
예시동,305300.916717403,3890668.7096307273,"월세2,000/130",광주시 서구 금호동,"무권리, 대로변 상가, 광고효과좋음, 위치좋음, 필라테스 요가 개인PT샵",181.51㎡/181.51㎡(전용률100%),2/6층,즉시입주,서향(주된 출입구 기준),-,-,-,-,1995.05.13,2515672835,일반상가2층,,,,,,,,,,,,,,126.8628698,35.140085
예시동,305300.916717403,3890668.7096307273,"월세2,000/120",광주시 서구 금호동,"무권리, 대로변 상가, 광고효과좋음, 위치좋음, 네일 미용실 소매점 추천",66.12㎡/66.12㎡(전용률100%),1/6층,즉시입주,서향(주된 출입구 기준),-,-,-,-,1995.05.13,2515670802,일반상가1층,,,,,,,,,,,,,,126.8628698,35.140085
예시동,305300.916717403,3890668.7096307273,"월세2,000/120",광주시 서구 금호동,l 최多매물 l 대단지아파트 대로변 4층 l 필라테스 l 모든업종가능 l,179.11㎡/179.11㎡(전용률100%),4/6층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,1995.05.13,2513562487,일반상가4층,,,,,22만원,,,,,,없음,,,126.8628698,35.140085
예시동,305300.916717403,3890668.7096307273,"월세2,000/120",광주시 서구 금호동,l 무권리 l 대로변 1층 상가 l 네일샾 l 미용실 l 커피숍 추천,66㎡/50㎡(전용률76%),1/6층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,1995.05.13,2513533361,일반상가1층,,,,,15만원,,,,,,없음,,,126.8628698,35.140085
예시동,305300.916717403,3890668.7096307273,"월세2,000/120",광주시 서구 금호동,l 무권리 l 대로변 1층 상가 l 네일샾 l 미용실 l 커피숍 추천,66㎡/50㎡(전용률76%),1/6층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,1995.05.13,2513533361,일반상가1층,,,,,15만원,,,,,,없음,,,126.8628698,35.140085
예시동,305280.3436264939,3890726.019256182,"월세1,500/90",광주시 서구 금호동,"착한임대 cbs앞 대로변 2층 광고효과 좋음 시권없음 건강, 사무추천",178.38㎡/178.38㎡(전용률100%),2/5층,즉시입주,서향(주된 출입구 기준),-,-,-,-,1994.05.07,2518684864,일반상가2층,,,,,,,,,,,,,,126.8626306,35.1405974
예시동,305280.3436264939,3890726.019256182,"월세3,000/220",광주시 서구 금호동,"무권리, 금호동 메인도로변 상가,유동인구많음,버스정류장바로뒤,입지최상",66.12㎡/66.12㎡(전용률100%),1/1층,즉시입주,서향(주된 출입구 기준),-,-,-,-,1994.12.12,2515676017,일반상가1층,,,,,,,,,,,,,,126.8626306,35.1405974
예시동,305417.4959901303,3890666.4102852726,"월세1,500/80",광주시 서구 금호동,-,49㎡/49㎡(전용률100%),1/3층,즉시입주 협의가능,남향(주된 출입구 기준),식당/음식점,"미용,네일,반찬가게,배달전문점등 다양",-,-,1994.01.27,2518162077,단지내상가1층,,,,,,,,,,,없음,,,126.8641492,35.1400868
예시동,305417.4959901303,3890666.4102852726,"월세1,500/80",광주시 서구 금호동,-,49㎡/49㎡(전용률100%),1/3층,즉시입주 협의가능,남향(주된 출입구 기준),식당/음식점,"미용실,네일아트,사무실등 다양한업종가능",-,-,1994.01.27,2516437970,일반상가1층,,,,,,,,,,,없음,,,126.8641492,35.1400868
예시동,305194.55308103934,3890468.668467091,"월세1,000/63",광주시 서구 금호동,"무권리,아파트상가,대로변,유동인구많음",29.69㎡/29.69㎡(전용률100%),1/1층,즉시입주,남향(주된 출입구 기준),-,(선택)안함,-,-,1994.04.14,2518917028,단지내상가1층,,,,,2만원,,,,,,,,,126.8617502,35.1382619
예시동,305371.7785355848,3890382.137158,"월세2,500/150",광주시 서구 금호동,"아파트 상가,1층,유동인구많음,2호선지하철앞,현성업중",24㎡/24㎡(전용률100%),1/2층,즉시입주,동향(주된 출입구 기준),-,-,-,-,1994.01.08,2514110157,단지내상가1층,,,,,5만원,,,,,,,,,126.8637147,35.1375164
예시동,305371.7785355848,3890382.137158,"월세3,000/150",광주시 서구 금호동,"아파트 상가,1층,유동인구많음,2호선지하철앞,현성업중,권리금유",24㎡/24㎡(전용률100%),1/2층,즉시입주,동향(주된 출입구 기준),-,-,-,-,1994.01.08,2514111559,단지내상가1층,,,,,5만원,,,,,,,,,126.8637147,35.1375164
예시동,305371.7785355848,3890382.137158,"월세1,500/165",광주시 서구 금호동,"1층,도로변,아파트상가,현성업중,유동인구많음",24㎡/24㎡(전용률100%),1/2층,즉시입주,동향(주된 출입구 기준),-,-,-,-,1994.01.08,2514112212,단지내상가1층,,,,,5만원,,,,,,,,,126.8637147,35.1375164
예시동,305371.7785355848,3890382.137158,"월세1,500/165",광주시 서구 금호동,"1층,도로변,아파트상가,현성업중,유동인구많음",24㎡/24㎡(전용률100%),1/2층,즉시입주,동향(주된 출입구 기준),-,-,-,-,1994.01.08,2514112212,단지내상가1층,,,,,5만원,,,,,,,,,126.8637147,35.1375164
예시동,305371.7785355848,3890382.137158,"월세2,500/150",광주시 서구 금호동,"현성업중,아파트 상가,1층,유동인구많음,2호선 지하철앞,권리금유",29.75㎡/29.75㎡(전용률100%),1/2층,즉시입주,서향(주된 출입구 기준),-,(선택)안함,-,-,1994.01.08,2518285080,단지내상가1층,,,,,,,,,,,,,,126.8637147,35.1375164
예시동,305371.7785355848,3890382.137158,"월세2,500/150",광주시 서구 금호동,"현성업중,아파트 상가,1층,유동인구많음,2호선 지하철앞,권리금유",29.75㎡/29.75㎡(전용률100%),1/2층,즉시입주,서향(주된 출입구 기준),-,(선택)안함,-,-,1994.01.08,2518285080,단지내상가1층,,,,,,,,,,,,,,126.8637147,35.1375164
예시동,305371.7785355848,3890382.137158,"월세3,000/150",광주시 서구 금호동,"1층,도로변,아파트상가,현성업중,유동인구많음",24㎡/24㎡(전용률100%),1/2층,즉시입주,서향(주된 출입구 기준),-,(선택)안함,-,-,1994.01.08,2518286596,일반상가1층,,,,,,,,,,,,,,126.8637147,35.1375164
예시동,305371.7785355848,3890382.137158,"월세3,000/150",광주시 서구 금호동,"1층,도로변,아파트상가,현성업중,유동인구많음",24㎡/24㎡(전용률100%),1/2층,즉시입주,서향(주된 출입구 기준),-,(선택)안함,-,-,1994.01.08,2518286596,일반상가1층,,,,,,,,,,,,,,126.8637147,35.1375164
예시동,305529.50399013027,3890487.9571579997,"월세1,000/80",광주시 서구 금호동,"착한임대, 아파트단지상가 도로접, 현 통닭집운영, 단골많음",73.84㎡/55.98㎡(전용률76%),1/2층,즉시입주,서향(주된 출입구 기준),-,-,-,-,1994.02.28,2516964370,단지내상가1층,,,,,,,,,,,,,,126.8654199,35.1385005
예시동,305529.50399013027,3890487.9571579997,"월세1,000/80",광주시 서구 금호동,"급임대,아파트단지 상가1층, 금호중학교 인근, 통닭 체인점, 상권 좋음",55.98㎡/55.98㎡(전용률100%),1/12층,즉시입주,서향(주된 출입구 기준),-,치킨/닭강정,-,-,1994.02.28,2517026918,단지내상가1층,,,,,,,,,,,,,,126.8654199,35.1385005
예시동,305429.4817404981,3890658.580244098,"월세1,500/80",광주시 서구 금호동,-,49㎡/49㎡(전용률100%),1/3층,즉시입주 협의가능,남향(주된 출입구 기준),식당/음식점,"미용,네일,반찬가게,배달전문점등 다양",-,-,1994.01.27,2518162077,단지내상가1층,,,,,,,,,,,없음,,,126.8642826,35.1400186
예시동,305429.4817404981,3890658.580244098,"월세1,500/80",광주시 서구 금호동,-,49㎡/49㎡(전용률100%),1/3층,즉시입주 협의가능,남향(주된 출입구 기준),식당/음식점,"미용실,네일아트,사무실등 다양한업종가능",-,-,1994.01.27,2516437970,일반상가1층,,,,,,,,,,,없음,,,126.8642826,35.1400186
예시동,305541.48974049813,3890480.127116825,"월세1,000/80",광주시 서구 금호동,"착한임대, 아파트단지상가 도로접, 현 통닭집운영, 단골많음",73.84㎡/55.98㎡(전용률76%),1/2층,즉시입주,서향(주된 출입구 기준),-,-,-,-,1994.02.28,2516964370,단지내상가1층,,,,,,,,,,,,,,126.8655532,35.1384322
예시동,305541.48974049813,3890480.127116825,"월세1,000/80",광주시 서구 금호동,"급임대,아파트단지 상가1층, 금호중학교 인근, 통닭 체인점, 상권 좋음",55.98㎡/55.98㎡(전용률100%),1/12층,즉시입주,서향(주된 출입구 기준),-,치킨/닭강정,-,-,1994.02.28,2517026918,단지내상가1층,,,,,,,,,,,,,,126.8655532,35.1384322
예시동,306305.07371385174,3890426.6217119894,"월세1,000/60",광주시 서구 화정동,"화정남초 후문 아파트 단지상가, 현 공실로 즉시입주가,부가세없음",44.35㎡/31㎡(전용률70%),1/3층,즉시입주,동향(주된 출입구 기준),휴게음식점,-,-,-,1992.11.04,2519164375,단지내상가1층,,,,,0원,,,,,,없음,,,126.873942,35.1380974
예시동,306305.07371385174,3890426.6217119894,월세300/20,광주시 서구 화정동,-,48㎡/35.7㎡(전용률74%),2/3층,즉시입주 협의가능,동향(주된 출입구 기준),공실,"학원/교습소,일반사무실,공방",-,-,1992.11.04,2516851459,단지내상가2층,,,,,7만원,,,,,,없음,,,126.873942,35.1380974
예시동,306305.07371385174,3890426.6217119894,"월세1,000/60",광주시 서구 화정동,-,44㎡/31㎡(전용률70%),1/3층,즉시입주 협의가능,동향(주된 출입구 기준),분식집 성업중,"분식,피자,반려동물 관련",-,-,1992.11.04,2516842781,단지내상가1층,,,,,10만원,,,,,,,,,126.873942,35.1380974
예시동,306305.07371385174,3890426.6217119894,"월세2,000/104",광주시 서구 화정동,o주변 아파트1500세대 상권o코너상가o주차편리o시권있음o정육점 편의점추,67.43㎡/47.75㎡(전용률71%),1/3층,2024년 11월 하순 협의가능,동향(주된 출입구 기준),"고기전문점, 정육점","기타 도소매,편의점,반려동물 관련",-,-,1992.11.04,2515339237,단지내상가1층,,,,,8만원,,,,,,없음,,,126.873942,35.1380974
예시동,306305.07371385174,3890426.6217119894,"월세1,000/50",광주시 서구 화정동,-,44.35㎡/31㎡(전용률70%),1/3층,2024년 11월 하순 협의가능,동향(주된 출입구 기준),크린토피아(프렌차이즈),크린토피아,-,-,1992.11.04,2514927659,단지내상가1층,,,,,6.5만원,,,,,,없음,,,126.873942,35.1380974
예시동,306305.07371385174,3890426.6217119894,"월세1,000/50",광주시 서구 화정동,-,44.35㎡/31㎡(전용률70%),1/3층,2024년 11월 하순 협의가능,동향(주된 출입구 기준),크린토피아(프렌차이즈),크린토피아,-,-,1992.11.04,2514927659,단지내상가1층,,,,,6.5만원,,,,,,없음,,,126.873942,35.1380974
예시동,306305.07371385174,3890426.6217119894,월세500/50,광주시 서구 화정동,-,115.21㎡/85.65㎡(전용률74%),2/3층,즉시입주 협의가능,남향(주된 출입구 기준),공실,"학원/교습소,일반사무실,공방",-,-,1992.11.04,2514934345,단지내상가2층,,,,,7만원,,,,,,없음,,,126.873942,35.1380974
예시동,306305.07371385174,3890426.6217119894,월세500/50,광주시 서구 화정동,-,115.21㎡/85.65㎡(전용률74%),2/3층,즉시입주 협의가능,남향(주된 출입구 기준),공실,"학원/교습소,일반사무실,공방",-,-,1992.11.04,2514934345,단지내상가2층,,,,,7만원,,,,,,없음,,,126.873942,35.1380974
예시동,306305.07371385174,3890426.6217119894,월세600/40,광주시 서구 화정동,-,51.5㎡/36㎡(전용률70%),1/3층,즉시입주,남향(주된 출입구 기준),공실,"피자,반려동물 관련,공방, 보험클리닉",-,-,1992.11.04,2514932512,단지내상가1층,,,,,10만원,,,,,,없음,,,126.873942,35.1380974
예시동,306317.05409261683,3890418.821016103,"월세1,000/60",광주시 서구 화정동,"화정남초 후문 아파트 단지상가, 현 공실로 즉시입주가,부가세없음",44.35㎡/31㎡(전용률70%),1/3층,즉시입주,동향(주된 출입구 기준),휴게음식점,-,-,-,1992.11.04,2519164375,단지내상가1층,,,,,0원,,,,,,없음,,,126.8740753,35.1380294
예시동,306317.05409261683,3890418.821016103,"월세1,000/60",광주시 서구 화정동,-,44㎡/31㎡(전용률70%),1/3층,즉시입주 협의가능,동향(주된 출입구 기준),분식집 성업중,"분식,피자,반려동물 관련",-,-,1992.11.04,2516842781,단지내상가1층,,,,,10만원,,,,,,,,,126.8740753,35.1380294
예시동,306317.05409261683,3890418.821016103,월세300/20,광주시 서구 화정동,-,48㎡/35.7㎡(전용률74%),2/3층,즉시입주 협의가능,동향(주된 출입구 기준),공실,"학원/교습소,일반사무실,공방",-,-,1992.11.04,2516851459,단지내상가2층,,,,,7만원,,,,,,없음,,,126.8740753,35.1380294
예시동,306317.05409261683,3890418.821016103,"월세2,000/104",광주시 서구 화정동,o주변 아파트1500세대 상권o코너상가o주차편리o시권있음o정육점 편의점추,67.43㎡/47.75㎡(전용률71%),1/3층,2024년 11월 하순 협의가능,동향(주된 출입구 기준),"고기전문점, 정육점","기타 도소매,편의점,반려동물 관련",-,-,1992.11.04,2515339237,단지내상가1층,,,,,8만원,,,,,,없음,,,126.8740753,35.1380294
예시동,306317.05409261683,3890418.821016103,"월세3,000/100",광주시 서구 화정동,-,177.59㎡/147.75㎡(전용률83%),3/3층,즉시입주 협의가능,남서향(주된 출입구 기준),학원성업중,학원/교습소,-,-,1992.11.04,2514932770,단지내상가3층,,,,,13만원,,,,,,없음,,,126.8740753,35.1380294
예시동,306317.05409261683,3890418.821016103,"월세3,000/100",광주시 서구 화정동,-,177.59㎡/147.75㎡(전용률83%),3/3층,즉시입주 협의가능,남서향(주된 출입구 기준),학원성업중,학원/교습소,-,-,1992.11.04,2514932770,단지내상가3층,,,,,13만원,,,,,,없음,,,126.8740753,35.1380294
예시동,306317.05409261683,3890418.821016103,"월세1,000/30",광주시 서구 화정동,-,50.03㎡/37.2㎡(전용률74%),2/3층,즉시입주 협의가능,남서향(주된 출입구 기준),공실,"학원/교습소,일반사무실,공방",-,-,1992.11.04,2514930739,단지내상가2층,,,,,6.5만원,,,,,,없음,,,126.8740753,35.1380294
예시동,306317.05409261683,3890418.821016103,"월세1,000/30",광주시 서구 화정동,-,50.03㎡/37.2㎡(전용률74%),2/3층,즉시입주 협의가능,남서향(주된 출입구 기준),공실,"학원/교습소,일반사무실,공방",-,-,1992.11.04,2514930739,단지내상가2층,,,,,6.5만원,,,,,,없음,,,126.8740753,35.1380294
예시동,306317.05409261683,3890418.821016103,월세600/40,광주시 서구 화정동,-,51.5㎡/36㎡(전용률70%),1/3층,즉시입주,남향(주된 출입구 기준),공실,"피자,반려동물 관련,공방, 보험클리닉",-,-,1992.11.04,2514932512,단지내상가1층,,,,,10만원,,,,,,없음,,,126.8740753,35.1380294
예시동,306717.3453653441,3890597.1436706483,"월세3,000/150",광주시 서구 화정동,더샵1976세대 대단지상가 풍부한유동인구 배후세대 많은 상권 현성업중,33㎡/33㎡(전용률100%),B1/1층,즉시입주,서향(주된 출입구 기준),부동산사무실,"피자,음료 (커피 외),부동산 중개",-,-,2022.10.18,2519163680,단지내상가 더샵염주센트럴파크근린생활시설B1층,,,,,12만원,,,,,,,,,126.8784246,35.1397133
예시동,306717.3453653441,3890597.1436706483,"월세3,000/140",광주시 서구 화정동,l 포스코 단지상가 l 분식 튀김 돈까스 l 음식점 적합 l 유동多,72.67㎡/37.31㎡(전용률51%),B1/1층,즉시입주,북서향(주된 출입구 기준),-,-,-,-,2022.10.18,2517721514,일반상가B1층,,,,,13만원,,,,,,,,,126.8784246,35.1397133
예시동,306717.3453653441,3890597.1436706483,월세1억/600,광주시 서구 화정동,"전면부 매우 넓음 프랜차이즈 업종 추천, 유동인구 매우 많음",214.4㎡/214.4㎡(전용률100%),1/2층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2022.10.18,2517658887,단지내상가1층,,,,,,,,,,,없음,,,126.8784246,35.1397133
예시동,306717.3453653441,3890597.1436706483,"월세3,000/150",광주시 서구 화정동,-,26㎡/20㎡(전용률77%),B1/1층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2023.01.06,2514660407,단지내상가B1층,,,,,15만원,,,,,,,,,126.8784246,35.1397133
예시동,306717.3453653441,3890597.1436706483,"월세3,000/140",광주시 서구 화정동,"염주 먹자 앞 생할 인프라활성 ,옷가게 인수하실분화장품가능",383㎡/34.3㎡(전용률9%),B1/1층,즉시입주,서향(주된 출입구 기준),-,가구/의류/신발,-,-,2022.09.05,2517129913,일반상가B1층,,,,,,,,,,,,,,126.8784246,35.1397133
예시동,306867.384274435,3890641.347925194,"월세1,000/80",광주시 서구 화정동,"대단지아파트정문부근,시권없음,유동인구많음",26㎡/26㎡(전용률100%),1/4층,즉시입주,남동향(주된 출입구 기준),-,(선택)안함,-,-,1988.07.01,2517978964,일반상가1층,,,,,,,,,,,,,,126.8800602,35.1401404
예시동,306729.3254228458,3890589.357647233,"월세3,000/150",광주시 서구 화정동,더샵1976세대 대단지상가 풍부한유동인구 배후세대 많은 상권 현성업중,33㎡/33㎡(전용률100%),B1/1층,즉시입주,서향(주된 출입구 기준),부동산사무실,"피자,음료 (커피 외),부동산 중개",-,-,2022.10.18,2519163680,단지내상가 더샵염주센트럴파크근린생활시설B1층,,,,,12만원,,,,,,,,,126.8785578,35.1396454
예시동,306729.3254228458,3890589.357647233,"월세3,000/140",광주시 서구 화정동,l 포스코 단지상가 l 분식 튀김 돈까스 l 음식점 적합 l 유동多,72.67㎡/37.31㎡(전용률51%),B1/1층,즉시입주,북서향(주된 출입구 기준),-,-,-,-,2022.10.18,2517721514,일반상가B1층,,,,,13만원,,,,,,,,,126.8785578,35.1396454
예시동,306729.3254228458,3890589.357647233,월세1억/600,광주시 서구 화정동,"전면부 매우 넓음 프랜차이즈 업종 추천, 유동인구 매우 많음",214.4㎡/214.4㎡(전용률100%),1/2층,즉시입주,서향(주된 출입구 기준),-,-,-,-,2022.10.18,2517658887,단지내상가1층,,,,,,,,,,,없음,,,126.8785578,35.1396454
예시동,306729.3254228458,3890589.357647233,"월세3,000/150",광주시 서구 화정동,-,26㎡/20㎡(전용률77%),B1/1층,즉시입주 협의가능,서향(주된 출입구 기준),-,-,-,-,2023.01.06,2514660407,단지내상가B1층,,,,,15만원,,,,,,,,,126.8785578,35.1396454
예시동,306729.3254228458,3890589.357647233,"월세3,000/140",광주시 서구 화정동,"염주 먹자 앞 생할 인프라활성 ,옷가게 인수하실분화장품가능",383㎡/34.3㎡(전용률9%),B1/1층,즉시입주,서향(주된 출입구 기준),-,가구/의류/신발,-,-,2022.09.05,2517129913,일반상가B1층,,,,,,,,,,,,,,126.8785578,35.1396454
예시동,306879.3643319367,3890633.561901779,"월세1,000/80",광주시 서구 화정동,"대단지아파트정문부근,시권없음,유동인구많음",26㎡/26㎡(전용률100%),1/4층,즉시입주,남동향(주된 출입구 기준),-,(선택)안함,-,-,1988.07.01,2517978964,일반상가1층,,,,,,,,,,,,,,126.8801934,35.1400726
예시동,306862.0057864821,3890670.5245890515,"월세1,000/90",광주시 서구 화정동,l 무권리 l 정류장앞 l 뷰티샵 철물점 사무실 적합 l 유동多,30㎡/30㎡(전용률100%),1/1층,즉시입주,서향(주된 출입구 기준),-,-,-,-,1989.02.28,2514389611,일반상가1층,,,,,,,,,,,,,,126.8799944,35.1404023
예시동,306926.5094228458,3890665.845723597,"월세1,000/60",광주시 서구 화정동,-,19.83㎡/19.83㎡(전용률100%),1/2층,즉시입주 협의가능,남향(주된 출입구 기준),식품/슈퍼/편의점,"분식점, 판매업, 사무소, 체인점, 식당, 애견카페, 미용실 등",-,-,1988.04.05,2515310595,복합상가 상가주택1층,,,,,,,,,,,,,,126.880703,35.1403725
예시동,306926.5094228458,3890665.845723597,"월세1,000/60",광주시 서구 화정동,"주변대단지아파트밀집,내부기본인테리어되어있음,시권없음",36㎡/36㎡(전용률100%),1/2층,즉시입주,남동향(주된 출입구 기준),-,(선택)안함,-,-,1989.04.20,2513692852,일반상가1층,,,,,,,,,,,,,,126.880703,35.1403725
예시동,306994.695604664,3890668.2615490514,"월세2,000/70",광주시 서구 화정동,l 무권리 l APT입구 l 미용 뷰티 소매 적합 l 유동인구 많음,25.9㎡/25.9㎡(전용률100%),1/2층,즉시입주,남향(주된 출입구 기준),-,-,-,-,1991.08.31,2515715559,일반상가1층,,,,,,,,,,,,,,126.8814505,35.1404074
예시동,306994.695604664,3890668.2615490514,"월세1,500/70",광주시 서구 화정동,-,35㎡/34㎡(전용률97%),1/2층,즉시입주 협의가능,남동향(주된 출입구 기준),-,-,-,-,1991.08.31,2515633289,일반상가1층,,,,,,,,,,,,,,126.8814505,35.1404074
예시동,307177.5701501185,3890670.3090726878,"월세3,000/110",광주시 서구 화정동,염주초정문 아파트밀집 사거리 코너 카페 디저트,105.7㎡/105.7㎡(전용률100%),1/3층,즉시입주,북향(주된 출입구 기준),-,-,-,-,1995.11.04,2519006556,일반상가1층,,,,,,,,,,,,,,126.8834561,35.1404609
예시동,307177.5701501185,3890670.3090726878,"월세3,000/110",광주시 서구 화정동,l 사진有 l 초등학교앞 l 샐러드 디저트 카페 뷰티샵 l 코너자리,105.7㎡/105.7㎡(전용률100%),1/3층,즉시입주,북서향(주된 출입구 기준),-,음료 디저트 샐러드 돈까스 이동통신 소매점 뷰티샵 수제버거,-,-,1995.11.04,2517340705,일반상가1층,,,,,,,,,,,,,,126.8834561,35.1404609
예시동,307015.8690592094,3890409.0953926877,"월세3,000/100",광주시 서구 화정동,"염주체육관부근 주차편리 일반법인, 회계, 건축사무실 추천",110㎡/106㎡(전용률96%),5/6층,2025년 4월 30일,남향(주된 출입구 기준),,,,,2008.03.17,2513201539,중소형사무실5층,,,,,20만원,,,,,-,,,,126.8817433,35.1380761
예시동,306891.3487960526,3890625.7905507195,"월세1,000/80",광주시 서구 화정동,"대단지아파트정문부근,시권없음,유동인구많음",26㎡/26㎡(전용률100%),1/4층,즉시입주,남동향(주된 출입구 기준),-,(선택)안함,-,-,1988.07.01,2517978964,일반상가1층,,,,,,,,,,,,,,126.8803267,35.1400048
예시동,306938.4938869617,3890658.0743725374,"월세1,000/60",광주시 서구 화정동,-,19.83㎡/19.83㎡(전용률100%),1/2층,즉시입주 협의가능,남향(주된 출입구 기준),식품/슈퍼/편의점,"분식점, 판매업, 사무소, 체인점, 식당, 애견카페, 미용실 등",-,-,1988.04.05,2515310595,복합상가 상가주택1층,,,,,,,,,,,,,,126.8808363,35.1403048
예시동,306938.4938869617,3890658.0743725374,"월세1,000/60",광주시 서구 화정동,"주변대단지아파트밀집,내부기본인테리어되어있음,시권없음",36㎡/36㎡(전용률100%),1/2층,즉시입주,남동향(주된 출입구 기준),-,(선택)안함,-,-,1989.04.20,2513692852,일반상가1층,,,,,,,,,,,,,,126.8808363,35.1403048
예시동,307006.68006877985,3890660.490197992,"월세2,000/70",광주시 서구 화정동,l 무권리 l APT입구 l 미용 뷰티 소매 적합 l 유동인구 많음,25.9㎡/25.9㎡(전용률100%),1/2층,즉시입주,남향(주된 출입구 기준),-,-,-,-,1991.08.31,2515715559,일반상가1층,,,,,,,,,,,,,,126.8815838,35.1403396
예시동,307006.68006877985,3890660.490197992,"월세1,500/70",광주시 서구 화정동,-,35㎡/34㎡(전용률97%),1/2층,즉시입주 협의가능,남동향(주된 출입구 기준),-,-,-,-,1991.08.31,2515633289,일반상가1층,,,,,,,,,,,,,,126.8815838,35.1403396
예시동,307189.5498869617,3890662.5377216283,"월세3,000/110",광주시 서구 화정동,염주초정문 아파트밀집 사거리 코너 카페 디저트,105.7㎡/105.7㎡(전용률100%),1/3층,즉시입주,북향(주된 출입구 기준),-,-,-,-,1995.11.04,2519006556,일반상가1층,,,,,,,,,,,,,,126.8835894,35.1403932
예시동,307189.5498869617,3890662.5377216283,"월세3,000/110",광주시 서구 화정동,l 사진有 l 초등학교앞 l 샐러드 디저트 카페 뷰티샵 l 코너자리,105.7㎡/105.7㎡(전용률100%),1/3층,즉시입주,북서향(주된 출입구 기준),-,음료 디저트 샐러드 돈까스 이동통신 소매점 뷰티샵 수제버거,-,-,1995.11.04,2517340705,일반상가1층,,,,,,,,,,,,,,126.8835894,35.1403932
예시동,307027.8487960526,3890401.3240416283,"월세3,000/100",광주시 서구 화정동,"염주체육관부근 주차편리 일반법인, 회계, 건축사무실 추천",110㎡/106㎡(전용률96%),5/6층,2025년 4월 30일,남향(주된 출입구 기준),,,,,2008.03.17,2513201539,중소형사무실5층,,,,,20만원,,,,,-,,,,126.8818765,35.1380083
예시동,308084.3476738128,3890362.656992478,"월세1,000/60",광주시 남구 주월동,l 사진 有 l 신축급 외관 인근주차 매우편리,42.9㎡/42.9㎡(전용률100%),1/3층,즉시입주,동향(주된 출입구 기준),-,뷰티 사무실 배달업등,-,-,2021.04.19,2514084191,일반상가1층,,,,,,,,,,,,,,126.893475,35.137862
